,ID_Marque,Marque,Modele_com,Designation_com
2909,2909,RENAULT,MEGANE SCENIC,Grand SCENIC Bose« 2014 7PL EnergydCi (110ch) eco2
2910,2910,RENAULT,MEGANE SCENIC,Grand SCENIC Bose« 2014 7PL EnergydCi (130ch) eco2
2911,2911,RENAULT,MEGANE SCENIC,Grand SCENIC Bose« 2014 7PL EnergyTCe (130ch)
2912,2912,RENAULT,MEGANE SCENIC,Grand SCENIC Nouvelle 7PL dCi (110ch)
2913,2913,RENAULT,MEGANE SCENIC,SCENIC Bose« 2014 EnergydCi (110ch) eco2
2914,2914,RENAULT,MEGANE SCENIC,SCENIC Bose« 2014 EnergyTCe (130ch)
2915,2915,RENAULT,MEGANE SCENIC,SCENIC dCi (150ch) BVA
2916,2916,RENAULT,MEGANE SCENIC,SCENIC EnergydCi (130ch) eco2
2917,2917,RENAULT,MEGANE SCENIC,SCENIC Nouvelle dCi (110ch)
2918,2918,RENAULT,MEGANE SCENIC,SCENIC Nouvelle EnergyTCe (115ch)
2919,2919,RENAULT,MEGANE SCENIC,SCENIC Xmod Bose« dCi (110ch) EDC
2920,2920,RENAULT,MEGANE SCENIC,SCENIC Xmod Bose« EnergydCi (110ch) eco2
2921,2921,RENAULT,MEGANE SCENIC,SCENIC Xmod Bose« EnergydCi (130ch)
2922,2922,RENAULT,MEGANE SCENIC,SCENIC Xmod Bose« EnergyTCe (130ch)
2923,2923,RENAULT,MEGANE SCENIC,SCENIC Xmod dCi (110ch)
2924,2924,RENAULT,MEGANE SCENIC,SCENIC Xmod EnergyTCe (115ch)
2925,2925,RENAULT,TRAFIC,TRAFIC VP dCi (115ch)
2926,2926,RENAULT,TRAFIC,TRAFIC VP dCi (115ch) BVR
2927,2927,RENAULT,TRAFIC,TRAFIC VP dCi (90ch)
2928,2928,RENAULT,TRAFIC,TRAFIC VP Gd dCi (115ch)
2929,2929,RENAULT,TRAFIC,TRAFIC VP Gd dCi (115ch) BVR
2930,2930,RENAULT,TRAFIC,TRAFIC VP Gd dCi (90ch)
2931,2931,RENAULT,TWINGO,TWINGO 1.2 LEV 16V (75ch) eco2
2932,2932,RENAULT,ZOE,ZOE Intens
2933,2933,ROLLS-ROYCE,GHOST,GHOST
2934,2934,ROLLS-ROYCE,PHANTOM,PHANTOM
2935,2935,ROLLS-ROYCE,PHANTOM COUPE,PHANTOM COUPE
2936,2936,ROLLS-ROYCE,PHANTOM DROPHEAD COU,PHANTOM DROPHEAD COUPE
2937,2937,ROLLS-ROYCE,WRAITH,WRAITH
2938,2938,SEAT,ALHAMBRA,ALHAMBRA 1.4 TSI (150ch) Start/Stop 5PL
2939,2939,SEAT,ALHAMBRA,ALHAMBRA 1.4 TSI (150ch) Start/Stop 7PL
2940,2940,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (140ch) 4WD Start/Stop 5PL
2941,2941,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (140ch) 4WD Start/Stop 7PL
2942,2942,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (140ch) DSG Start/Stop 5PL
2943,2943,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (140ch) DSG Start/Stop 7PL
2944,2944,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (140ch) Ecomotive 5PL
2945,2945,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (140ch) Ecomotive 7PL
2946,2946,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (177ch) DSG Start/Stop 5PL
2947,2947,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (177ch) DSG Start/Stop 7PL
2948,2948,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (177ch) Start/Stop 5PL
2949,2949,SEAT,ALHAMBRA,ALHAMBRA 2.0 TDI (177ch) Start/Stop 7PL
2950,2950,SEAT,ALTEA,ALTEA 1.2 TSI (105ch) Start/Stop
2951,2951,SEAT,ALTEA,ALTEA 1.6 TDI (105ch) DSG
2952,2952,SEAT,ALTEA,ALTEA 1.6 TDI (105ch) Ecomotive
2953,2953,SEAT,ALTEA,ALTEA 1.6 TDI (90ch)
2954,2954,SEAT,ALTEA,ALTEA 2.0 TDI (140ch)
2955,2955,SEAT,ALTEA 4 FREETRACK,FREETRACK 2.0 TDI (140ch) 4WD
2956,2956,SEAT,ALTEA XL,ALTEA XL 1.2 TSI (105ch) Start/Stop
2957,2957,SEAT,ALTEA XL,ALTEA XL 1.6 TDI (105ch) DSG
2958,2958,SEAT,ALTEA XL,ALTEA XL 1.6 TDI (105ch) Ecomotive
2959,2959,SEAT,ALTEA XL,ALTEA XL 1.6 TDI (90ch)
2960,2960,SEAT,ALTEA XL,ALTEA XL 2.0 TDI (140ch)
2961,2961,SEAT,IBIZA,IBIZA 1.2 (60ch)
2962,2962,SEAT,IBIZA,IBIZA 1.2 (70ch)
2963,2963,SEAT,IBIZA,IBIZA 1.2 TDI (75ch)
2964,2964,SEAT,IBIZA,IBIZA 1.2 TDI (75ch) Ecomotive
2965,2965,SEAT,IBIZA,IBIZA 1.2 TSI (105ch)
2966,2966,SEAT,IBIZA,IBIZA 1.2 TSI (105ch) DSG
2967,2967,SEAT,IBIZA,IBIZA 1.2 TSI (85ch)
2968,2968,SEAT,IBIZA,IBIZA 1.4 TSI (150ch) DSG
2969,2969,SEAT,IBIZA,IBIZA 1.4 TSI (180ch) DSG
2970,2970,SEAT,IBIZA,IBIZA 1.4 TSI ACT (140ch) Start/Stop
2971,2971,SEAT,IBIZA,IBIZA 1.6 TDI (105ch)
2972,2972,SEAT,IBIZA,IBIZA 1.6 TDI (90ch)
2973,2973,SEAT,IBIZA,IBIZA 1.6 TDI (90ch) DSG
2974,2974,SEAT,IBIZA,IBIZA 2.0 TDI (143ch)
2975,2975,SEAT,IBIZA ST,IBIZA ST 1.2 (60ch)
2976,2976,SEAT,IBIZA ST,IBIZA ST 1.2 (70ch)
2977,2977,SEAT,IBIZA ST,IBIZA ST 1.2 TDI (75ch)
2978,2978,SEAT,IBIZA ST,IBIZA ST 1.2 TDI (75ch) Ecomotive
2979,2979,SEAT,IBIZA ST,IBIZA ST 1.2 TSI (105ch)
2980,2980,SEAT,IBIZA ST,IBIZA ST 1.2 TSI (105ch) DSG
2981,2981,SEAT,IBIZA ST,IBIZA ST 1.2 TSI (85ch)
2982,2982,SEAT,IBIZA ST,IBIZA ST 1.4 TSI (150ch) DSG
2983,2983,SEAT,IBIZA ST,IBIZA ST 1.4 TSI ACT (140ch) Start/Stop
2984,2984,SEAT,IBIZA ST,IBIZA ST 1.6 TDI (105ch)
2985,2985,SEAT,IBIZA ST,IBIZA ST 1.6 TDI (90ch)
2986,2986,SEAT,IBIZA ST,IBIZA ST 1.6 TDI (90ch) DSG
2987,2987,SEAT,LEON,LEON 5P 1.2 TSI (105ch) Start/Stop
2988,2988,SEAT,LEON,LEON 5P 1.2 TSI (105ch) Start/Stop DSG
2989,2989,SEAT,LEON,LEON 5P 1.2 TSI (86ch)
2990,2990,SEAT,LEON,LEON 5P 1.4 TSI (122ch) Start/Stop
2991,2991,SEAT,LEON,LEON 5P 1.4 TSI (140ch) Start/Stop
2992,2992,SEAT,LEON,LEON 5P 1.6 TDI (105ch) Start/Stop
2993,2993,SEAT,LEON,LEON 5P 1.6 TDI (105ch) Start/Stop DSG
2994,2994,SEAT,LEON,LEON 5P 1.6 TDI (90ch)
2995,2995,SEAT,LEON,LEON 5P 1.6 TDI 110ch Ecomotive
2996,2996,SEAT,LEON,LEON 5P 1.8 TSI (180ch) Start/Stop
2997,2997,SEAT,LEON,LEON 5P 1.8 TSI (180ch) Start/Stop DSG
2998,2998,SEAT,LEON,LEON 5P 2.0 TDI (150ch) Start/Stop
2999,2999,SEAT,LEON,LEON 5P 2.0 TDI (150ch) Start/Stop DSG
3000,3000,SEAT,LEON,LEON 5P 2.0 TDI (184ch) Start/Stop
3001,3001,SEAT,LEON,LEON 5P 2.0 TDI (184ch) Start/Stop DSG
3002,3002,SEAT,LEON SC,LEON SC 1.2 TSI (105ch) Start/Stop
3003,3003,SEAT,LEON SC,LEON SC 1.2 TSI (105ch) Start/Stop DSG
3004,3004,SEAT,LEON SC,LEON SC 1.2 TSI (86ch)
3005,3005,SEAT,LEON SC,LEON SC 1.4 TSI (122ch) Start/Stop
3006,3006,SEAT,LEON SC,LEON SC 1.4 TSI (140ch) Start/Stop
3007,3007,SEAT,LEON SC,LEON SC 1.6 TDI (105ch) Start/Stop
3008,3008,SEAT,LEON SC,LEON SC 1.6 TDI (105ch) Start/Stop DSG
3009,3009,SEAT,LEON SC,LEON SC 1.6 TDI (90ch)
3010,3010,SEAT,LEON SC,LEON SC 1.8 TSI (180ch) Start/Stop
3011,3011,SEAT,LEON SC,LEON SC 1.8 TSI (180ch) Start/Stop DSG
3012,3012,SEAT,LEON SC,LEON SC 2.0 TDI (150ch) Start/Stop
3013,3013,SEAT,LEON SC,LEON SC 2.0 TDI (150ch) Start/Stop DSG
3014,3014,SEAT,LEON SC,LEON SC 2.0 TDI (184ch) Start/Stop
3015,3015,SEAT,LEON SC,LEON SC 2.0 TDI (184ch) Start/Stop DSG
3016,3016,SEAT,LEON ST,LEON ST 1.2 TSI (105ch) Start/Stop
3017,3017,SEAT,LEON ST,LEON ST 1.2 TSI (105ch) Start/Stop DSG
3018,3018,SEAT,LEON ST,LEON ST 1.2 TSI (86ch)
3019,3019,SEAT,LEON ST,LEON ST 1.4 TSI (122ch) Start/Stop
3020,3020,SEAT,LEON ST,LEON ST 1.4 TSI (140ch) Start/Stop
3021,3021,SEAT,LEON ST,LEON ST 1.6 TDI (105ch) Start/Stop
3022,3022,SEAT,LEON ST,LEON ST 1.6 TDI (105ch) Start/Stop DSG
3023,3023,SEAT,LEON ST,LEON ST 1.6 TDI (90ch)
3024,3024,SEAT,LEON ST,LEON ST 1.8 TSI (180ch) Start/Stop
3025,3025,SEAT,LEON ST,LEON ST 1.8 TSI (180ch) Start/Stop DSG
3026,3026,SEAT,LEON ST,LEON ST 2.0 TDI (150ch) Start/Stop
3027,3027,SEAT,LEON ST,LEON ST 2.0 TDI (150ch) Start/Stop DSG
3028,3028,SEAT,LEON ST,LEON ST 2.0 TDI (184ch) Start/Stop
3029,3029,SEAT,LEON ST,LEON ST 2.0 TDI (184ch) Start/Stop DSG
3030,3030,SEAT,MII,Mii 1.0 (60ch)
3031,3031,SEAT,MII,Mii 1.0 (60ch) Ecomotive
3032,3032,SEAT,MII,Mii 1.0 (75ch)
3033,3033,SEAT,MII,Mii 1.0 (75ch) Auto
3034,3034,SEAT,TOLEDO,TOLEDO 1.2 TSI (105ch)
3035,3035,SEAT,TOLEDO,TOLEDO 1.2 TSI (85ch)
3036,3036,SEAT,TOLEDO,TOLEDO 1.4 TSI (122ch) DSG
3037,3037,SEAT,TOLEDO,TOLEDO 1.6 TDI (105ch)
3038,3038,SEAT,TOLEDO,TOLEDO 1.6 TDI (105ch) Ecomotive
3039,3039,SEAT,TOLEDO,TOLEDO 1.6 TDI (90ch)
3040,3040,SEAT,TOLEDO,TOLEDO 1.6 TDI (90ch) DSG
3041,3041,SKODA,CITIGO,CITIGO 1.0L MPI (60ch) ASG5
3042,3042,SKODA,CITIGO,CITIGO 1.0L MPI (60ch) BVM5
3043,3043,SKODA,CITIGO,CITIGO 1.0L MPI (60ch) BVM5 GREENTEC
3044,3044,SKODA,CITIGO,CITIGO 1.0L MPI (75ch) ASG5
3045,3045,SKODA,CITIGO,CITIGO 1.0L MPI (75ch) BVM5
3046,3046,SKODA,CITIGO,CITIGO 1.0L MPI (75ch) BVM5 GREENTEC
3047,3047,SKODA,FABIA,FABIA BERLINE 1.2 TSI (105ch) DSG
3048,3048,SKODA,FABIA,FABIA BERLINE 1.2L (60ch) BVM5
3049,3049,SKODA,FABIA,FABIA BERLINE 1.2L (70ch)
3050,3050,SKODA,FABIA,FABIA BERLINE 1.2L TSI (105ch) BVM5
3051,3051,SKODA,FABIA,FABIA BERLINE 1.2L TSI (85ch) BVM5
3052,3052,SKODA,FABIA,FABIA BERLINE 1.6 TDI (90ch) FAP
3053,3053,SKODA,FABIA,FABIA BERLINE 1.6L (75ch)
3054,3054,SKODA,FABIA,FABIA BERLINE 1.6L TDI (90ch) FAP Green Tec
3055,3055,SKODA,FABIA,FABIA BERLINE 1.6L TDI CR FAP (75ch) BVM5
3056,3056,SKODA,FABIA,FABIA BERLINE MONTE CARLO 1.2 TSI (105ch) BVM5
3057,3057,SKODA,FABIA,FABIA BERLINE MONTE CARLO 1.2 TSI (105ch) DSG7
3058,3058,SKODA,FABIA,FABIA BERLINE MONTE CARLO 1.2 TSI (85ch)
3059,3059,SKODA,FABIA,FABIA BERLINE MONTE-CARLO 1.6L TDI CR FAP (105ch) BVM5
3060,3060,SKODA,FABIA,FABIA BERLINE MONTE-CARLO 1.6L TDI CR FAP (75ch) BVM5
3061,3061,SKODA,FABIA,FABIA BERLINE MONTE-CARLO 1.6L TDI CR FAP (90ch) BVM5
3062,3062,SKODA,FABIA,FABIA BERLINE RS 1.4L (180ch) DSG7
3063,3063,SKODA,FABIA,FABIA COMBI 1.2 TSI (105ch)
3064,3064,SKODA,FABIA,FABIA COMBI 1.2L (60ch) BVM5
3065,3065,SKODA,FABIA,FABIA COMBI 1.2L (70ch)
3066,3066,SKODA,FABIA,FABIA COMBI 1.2L (85ch)
3067,3067,SKODA,FABIA,FABIA COMBI 1.2L TSI (105ch) DGS7
3068,3068,SKODA,FABIA,FABIA COMBI 1.6 TDI (75ch) FAP
3069,3069,SKODA,FABIA,FABIA COMBI 1.6L TDI (90ch) FAP Green Tec
3070,3070,SKODA,FABIA,FABIA COMBI 1.6L TDI CR FAP (105ch) BVM5
3071,3071,SKODA,FABIA,FABIA COMBI MONTE CARLO (1.6L (90 ch) BVM5
3072,3072,SKODA,FABIA,FABIA COMBI MONTE CARLO 1.2 TSI (85ch)
3073,3073,SKODA,FABIA,FABIA COMBI MONTE CARLO 1.2L (105ch) BVM5
3074,3074,SKODA,FABIA,FABIA COMBI MONTE CARLO 1.2L (105ch) DSG7
3075,3075,SKODA,FABIA,FABIA COMBI MONTE CARLO 1.6 TDI (75ch) FAP
3076,3076,SKODA,FABIA,FABIA COMBI MONTE CARLO 1.6L TDI CR FAP (105ch) BVM5
3077,3077,SKODA,OCTAVIA,OCTAVIA BERLINE 1.2L TSI (105ch) DSG7 GREENTEC
3078,3078,SKODA,OCTAVIA,OCTAVIA BERLINE 1.2L TSI (85ch) BVM5
3079,3079,SKODA,OCTAVIA,OCTAVIA BERLINE GreenLine 1.6 TDI (110ch) FAP
3080,3080,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec 1.4 TSI (140ch)
3081,3081,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec 1.4 TSI (140ch) DSG
3082,3082,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec 1.4 TSI (180ch)
3083,3083,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec 1.6 TDI (105ch) FAP
3084,3084,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec RS 2.0 (220ch)
3085,3085,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec RS 2.0 TDI (184ch) FAP DSG
3086,3086,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec1.2l TSI (105ch)
3087,3087,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec1.4 TSI (180ch) DSG
3088,3088,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec1.6 TDI (150ch) FAP
3089,3089,SKODA,OCTAVIA,OCTAVIA BERLINE GreenTec1.6 TDI (150ch) FAP DSG
3090,3090,SKODA,OCTAVIA,OCTAVIA BERLINE RS 2.0L TSI (220ch) BVM6 GREENTEC
3091,3091,SKODA,OCTAVIA,OCTAVIA BERLINE RS 2.0L TSI (220ch) DSG6 GREENTEC
3092,3092,SKODA,OCTAVIA,OCTAVIA COMBI 1.2 TSI (85ch)
3093,3093,SKODA,OCTAVIA,OCTAVIA COMBI 1.6L TDI CR FAP (105ch) BVM6 4x4 GREENTEC
3094,3094,SKODA,OCTAVIA,OCTAVIA COMBI GreenLine 1.6l TDI (110ch) FAP
3095,3095,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 1.2 TSI (105ch)
3096,3096,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 1.2 TSI (105ch) DSG
3097,3097,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 1.4 TSI (140ch) DSG
3098,3098,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 1.4l TSI (140ch)
3099,3099,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 1.6l TDI (105ch) FAP
3100,3100,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 1.8 TSI (180ch)
3101,3101,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 1.8 TSI (180ch) DSG
3102,3102,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 2.0 TDI (150ch) FAP
3103,3103,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 2.0l TDI (150ch) FAP DSG
3104,3104,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 4x4 1.6 TDI (150ch) FAP
3105,3105,SKODA,OCTAVIA,OCTAVIA COMBI GreenTec 4x4 1.6l TDI (105ch) FAP
3106,3106,SKODA,OCTAVIA,OCTAVIA COMBI RS 2.0L TDI CR FAP (184ch) BVM6 GREENTEC
3107,3107,SKODA,OCTAVIA,OCTAVIA COMBI RS 2.0L TDI CR FAP (184ch) DSG6 GREENTEC
3108,3108,SKODA,OCTAVIA,OCTAVIA COMBI RS 2.0L TSI (220ch) BVM6 GREENTEC
3109,3109,SKODA,OCTAVIA,OCTAVIA COMBI RS 2.0L TSI (220ch) DSG6 GREENTEC
3110,3110,SKODA,RAPID,  RAPID BERLINE 1.6L TDI CR FAP (105ch) BVM5 GREENTEC jantes 15    
3111,3111,SKODA,RAPID,  RAPID BERLINE 1.6L TDI CR FAP (90ch) BVM5 GREENTEC jantes 15    
3112,3112,SKODA,RAPID,  RAPID SPACEBACK 1.2L TSI (105ch) BVM6 GREENTEC jantes 15    
3113,3113,SKODA,RAPID,  RAPID SPACEBACK 1.6L TDI CR FAP (105ch) BVM5 GREENTEC jantes 15    
3114,3114,SKODA,RAPID,  RAPID SPACEBACK 1.6L TDI CR FAP (90ch) BVM5 GREENTEC jantes 15    
3115,3115,SKODA,RAPID,RAPID BERLINE 1.2 TSI (85ch)
3116,3116,SKODA,RAPID,RAPID BERLINE 1.2L MPI (75ch) BVM5
3117,3117,SKODA,RAPID,RAPID BERLINE 1.2L TSI (105ch) BVM6
3118,3118,SKODA,RAPID,RAPID BERLINE 1.4L TSI (122ch) DSG7
3119,3119,SKODA,RAPID,RAPID BERLINE 1.6L TDI CR FAP (105ch) BVM5 GREENTEC
3120,3120,SKODA,RAPID,RAPID BERLINE 1.6L TDI CR FAP (90ch) BVM5 GREENTEC
3121,3121,SKODA,RAPID,RAPID BERLINE 1.6L TDI CR FAP (90ch) DSG7
3122,3122,SKODA,RAPID,RAPID SP 1.2 TSI (85ch)
3123,3123,SKODA,RAPID,RAPID SP 1.4 TSI (122ch) DSG
3124,3124,SKODA,RAPID,RAPID SP 1.6 TDI (90ch) FAP jantes 15'
3125,3125,SKODA,RAPID,RAPID SPACEBACK 1.2L TSI (105ch) BVM6 GREENTEC
3126,3126,SKODA,RAPID,RAPID SPACEBACK 1.6L TDI CR FAP (105ch) BVM5 GREENTEC
3127,3127,SKODA,RAPID,RAPID SPACEBACK 1.6L TDI CR FAP (90ch) BVM5 GREENTEC
3128,3128,SKODA,ROOMSTER,ROOMSTER 1.2L TDI (75ch) FAP
3129,3129,SKODA,ROOMSTER,ROOMSTER 1.2L TSI (105ch) BVM6
3130,3130,SKODA,ROOMSTER,ROOMSTER 1.2L TSI (105ch) DSG7
3131,3131,SKODA,ROOMSTER,ROOMSTER 1.2L TSI (85ch) BVM5
3132,3132,SKODA,ROOMSTER,ROOMSTER 1.6L TDI CR FAP (105ch) BVM5
3133,3133,SKODA,ROOMSTER,ROOMSTER 1.6L TDI CR FAP (90ch) BVM5
3134,3134,SKODA,SUPERB,SUPERB BERLINE 1.4L TSI (125ch) BVM6 GREENTEC
3135,3135,SKODA,SUPERB,SUPERB BERLINE 1.6L TDI CR FAP (105ch) BVM5 GREENLINE
3136,3136,SKODA,SUPERB,SUPERB BERLINE 1.6L TDI CR FAP (105ch) DSG7
3137,3137,SKODA,SUPERB,SUPERB BERLINE 2.0L TDI CR FAP (140ch) BVM6 GREENTEC
3138,3138,SKODA,SUPERB,SUPERB BERLINE 2.0L TDI CR FAP (140ch) DSG6 4x4
3139,3139,SKODA,SUPERB,SUPERB BERLINE 2.0L TDI CR FAP (170ch) BVM6 4x4 GREENTEC
3140,3140,SKODA,SUPERB,SUPERB BERLINE 2.0L TDI CR FAP (170ch) BVM6 GREENTEC
3141,3141,SKODA,SUPERB,SUPERB BERLINE 2.0L TSI (200ch) DSG6
3142,3142,SKODA,SUPERB,SUPERB BERLINE GreenTec 2.0 TDI (140ch) FAP DSG
3143,3143,SKODA,SUPERB,SUPERB BERLINE GreenTec 2.0 TDI (170ch) FAB DSG
3144,3144,SKODA,SUPERB,SUPERB BERLINE GreenTec1.6 TDI (105ch) FAP
3145,3145,SKODA,SUPERB,SUPERB BERLINE V6 3.6L FSI (260ch) DSG6 4x4
3146,3146,SKODA,SUPERB,SUPERB COMBI 1.4L TFSI (125ch) BVM6 GREENTEC
3147,3147,SKODA,SUPERB,SUPERB COMBI 1.6L TDI CR FAP (105ch) BVM5 GREENLINE
3148,3148,SKODA,SUPERB,SUPERB COMBI 1.6L TDI CR FAP (105ch) BVM5 GREENTEC
3149,3149,SKODA,SUPERB,SUPERB COMBI 1.6L TDI CR FAP (105ch) DSG7 GREENTEC
3150,3150,SKODA,SUPERB,SUPERB COMBI 2.0L TDI CR FAP (140ch) BVM6 GREENTEC
3151,3151,SKODA,SUPERB,SUPERB COMBI 2.0L TDI CR FAP (140ch) DSG6 4x4 GREENTEC
3152,3152,SKODA,SUPERB,SUPERB COMBI 2.0L TDI CR FAP (170ch) BVM6 4x4 GREENTEC
3153,3153,SKODA,SUPERB,SUPERB COMBI 2.0L TDI CR FAP (170ch) BVM6 GREENTEC
3154,3154,SKODA,SUPERB,SUPERB COMBI 2.0L TSI (200ch) DSG6
3155,3155,SKODA,SUPERB,SUPERB COMBI 3.6L V6 (260ch) DSG6 4x4
3156,3156,SKODA,SUPERB,SUPERB COMBI GreenTec 2.0 TDI (140ch) FAP DSG
3157,3157,SKODA,SUPERB,SUPERB COMBI GreenTec 2.0 TDI (170ch) FAP DSG
3158,3158,SKODA,YETI,YETI 1.2l TSI (105ch)
3159,3159,SKODA,YETI,YETI 1.2l TSI (105ch) DSG
3160,3160,SKODA,YETI,YETI 1.4 TSI (122ch)
3161,3161,SKODA,YETI,YETI 1.4 TSI (122ch) DSG
3162,3162,SKODA,YETI,YETI 2.0 TDI (110ch)
3163,3163,SKODA,YETI,YETI 2.0 TDI (110ch) FAP
3164,3164,SKODA,YETI,YETI 4x4 2.0 TDI (140ch) FAP
3165,3165,SKODA,YETI,YETI 4x4 2.0 TDI (140ch) FAP DSG
3166,3166,SKODA,YETI,YETI 4x4 TDI (170ch) FAP
3167,3167,SKODA,YETI,YETI 4x4 TDI (170ch) FAP DSG
3168,3168,SKODA,YETI,YETI Greenline 1.6 TDI (105ch)
3169,3169,SKODA,YETI,YETI GreenTec 1.6 TDI (105ch) DSG
3170,3170,SKODA,YETI,YETI GreenTec 2.0 TDI (140ch)
3171,3171,SMART,FORTWO,SMART FORTWO BRABUS CABRIO ED (35kW)
3172,3172,SMART,FORTWO,SMART FORTWO BRABUS COUPE ED (35kW)
3173,3173,SMART,FORTWO,SMART FORTWO CABRIO (62kW)
3174,3174,SMART,FORTWO,SMART FORTWO Cabrio BRABUS (75 Kw)
3175,3175,SMART,FORTWO,SMART FORTWO CABRIO BRABUS (75kW)
3176,3176,SMART,FORTWO,SMART FORTWO CABRIO CDI (40kW)
3177,3177,SMART,FORTWO,SMART FORTWO CABRIO ED (35kW)
3178,3178,SMART,FORTWO,SMART FORTWO CABRIO mhd (52kW)
3179,3179,SMART,FORTWO,SMART FORTWO CABRIO PACKSPORT (62kW)
3180,3180,SMART,FORTWO,SMART FORTWO CABRIO PACKSPORT BRABUS (62kW)
3181,3181,SMART,FORTWO,SMART FORTWO COUPE (62kW)
3182,3182,SMART,FORTWO,SMART FORTWO COUPE BRABUS (75kW)
3183,3183,SMART,FORTWO,SMART FORTWO COUPE CDI (40kW)
3184,3184,SMART,FORTWO,SMART FORTWO COUPE ED (35kW)
3185,3185,SMART,FORTWO,SMART FORTWO COUPE mhd (45kW)
3186,3186,SMART,FORTWO,SMART FORTWO COUPE mhd (52kW)
3187,3187,SMART,FORTWO,SMART FORTWO COUPE PACKSPORT (62kW)
3188,3188,SMART,FORTWO,SMART FORTWO COUPE PACKSPORT BRABUS (62kW)
3189,3189,SSANGYONG,KORANDO,KORANDO XDI 2WD BVM6 LOW EMISSION
3190,3190,SSANGYONG,KORANDO,KORANDO XDI 4WD BVM6 LOW EMISSION
3191,3191,SSANGYONG,REXTON,REXTON XDI 4WD BVA5
3192,3192,SSANGYONG,REXTON,REXTON XDI 4WD BVM6
3193,3193,SSANGYONG,RODIUS,RODIUS 2WD M/T
3194,3194,SSANGYONG,RODIUS,RODIUS 4WD A/T
3195,3195,SUBARU,BRZ,Coupé BRZ BVA
3196,3196,SUBARU,BRZ,Coupé BRZ BVM
3197,3197,SUBARU,FORESTER,FORESTER 2.0 XT Turbo CVT
3198,3198,SUBARU,FORESTER,FORESTER 2.0D Premium Pack
3199,3199,SUBARU,FORESTER,FORESTER 2.0D Sport / Sport Pack
3200,3200,SUBARU,FORESTER,FORESTER 2.0i CVT Premium
3201,3201,SUBARU,FORESTER,FORESTER 2.0i Premium
3202,3202,SUBARU,IMPREZA,WRX STi 4P
3203,3203,SUBARU,IMPREZA,WRX STi 5P
3204,3204,SUBARU,LEGACY,LEGACY 2.0D Sport / Club
3205,3205,SUBARU,LEGACY,LEGACY 2.0D Sport / Club SW
3206,3206,SUBARU,LEGACY,LEGACY OUTBACK 2.0D Club
3207,3207,SUBARU,LEGACY,LEGACY OUTBACK 2.0D CVT Club
3208,3208,SUBARU,LEGACY,LEGACY OUTBACK 2.5L CVT
3209,3209,SUBARU,LEGACY,LEGACY SW 2.5L CVT
3210,3210,SUBARU,SUBARU XV,XV 1.6L
3211,3211,SUBARU,SUBARU XV,XV 2.0D Confort / Club
3212,3212,SUBARU,SUBARU XV,XV 2.0L BVM
3213,3213,SUBARU,SUBARU XV,XV 2.0L CVT
3214,3214,SUBARU,TREZIA,TREZIA 1.3L
3215,3215,SUBARU,TREZIA,TREZIA 1.4D BVA
3216,3216,SUBARU,TREZIA,TREZIA 1.4D BVM
3217,3217,SUBARU,WRX,WRXSTI
3218,3218,SUZUKI,ALTO,ALTO 1.0
3219,3219,SUZUKI,ALTO,ALTO 1.0 BVA
3220,3220,SUZUKI,GRAND VITARA,GRAND VITARA 3P 1.9 DDIS
3221,3221,SUZUKI,GRAND VITARA,GRAND VITARA 5P 1.9 DDIS
3222,3222,SUZUKI,JIMNY,JIMNY BERLINE 1.3 VVT
3223,3223,SUZUKI,KIZASHI,KIZASHI SPORT
3224,3224,SUZUKI,KIZASHI,KIZASHI SPORT 4WD
3225,3225,SUZUKI,SPLASH,SPLASH 1.0
3226,3226,SUZUKI,SPLASH,SPLASH 1.2 BVA
3227,3227,SUZUKI,SWIFT,Nouvelle SWIFT 3P 1.2
